step,temp,current_cost,best_cost,total_cost
4080,301.37,12977.1,5746.5,5746.5
4120,299.86,12468.2,5746.5,5746.5
4160,298.36,12574.1,5746.5,5746.5
4200,296.87,12126.9,5746.5,5746.5
4240,295.39,12540.1,5746.5,5746.5
4280,293.91,12017.7,5746.5,5746.5
4320,292.44,11105.8,5746.5,5746.5
4360,290.98,10295.5,5746.5,5746.5
4400,289.52,10256.9,5746.5,5746.5
4440,288.08,12854.2,5746.5,5746.5
4480,286.64,12652.0,5746.5,5746.5
4520,285.2,11874.3,5746.5,5746.5
4560,283.78,12115.4,5746.5,5746.5
4600,282.36,11606.7,5746.5,5746.5
4640,280.95,11465.2,5746.5,5746.5
4680,279.54,13474.9,5746.5,5746.5
4720,278.14,12913.1,5746.5,5746.5
4760,276.75,12298.7,5746.5,5746.5
4800,275.37,11793.3,5746.5,5746.5
4840,273.99,10392.4,5746.5,5746.5
4880,272.62,10240.5,5746.5,5746.5
4920,271.26,9932.5,5746.5,5746.5
4960,269.9,11241.0,5746.5,5746.5
5000,268.55,10471.8,5746.5,5746.5
5040,267.21,10415.2,5746.5,5746.5
5080,265.88,10559.2,5746.5,5746.5
5120,264.55,9734.5,5746.5,5746.5
5160,263.22,9835.1,5746.5,5746.5
5200,261.91,9899.5,5746.5,5746.5
5240,260.6,10164.4,5746.5,5746.5
5280,259.29,9720.6,5746.5,5746.5
5320,258.0,9668.0,5746.5,5746.5
5360,256.71,9787.8,5746.5,5746.5
5400,255.42,10333.0,5746.5,5746.5
5440,254.15,10664.3,5746.5,5746.5
5480,252.88,10188.2,5746.5,5746.5
5520,251.61,10230.1,5746.5,5746.5
5560,250.35,10872.7,5746.5,5746.5
5600,249.1,10598.7,5746.5,5746.5
5640,247.86,10632.9,5746.5,5746.5
5680,246.62,12146.5,5746.5,5746.5
5720,245.38,10434.9,5746.5,5746.5
5760,244.16,10003.1,5746.5,5746.5
5800,242.94,9892.8,5746.5,5746.5
5840,241.72,10490.3,5746.5,5746.5
5880,240.51,10894.6,5746.5,5746.5
5920,239.31,10781.1,5746.5,5746.5
5960,238.11,10639.7,5746.5,5746.5
6000,236.92,10865.6,5746.5,5746.5
6040,235.74,10724.4,5746.5,5746.5
6080,234.56,10143.2,5746.5,5746.5
6120,233.39,10066.6,5746.5,5746.5
6160,232.22,9997.2,5746.5,5746.5
6200,231.06,10154.5,5746.5,5746.5
6240,229.9,9651.0,5746.5,5746.5
6280,228.76,9873.3,5746.5,5746.5
6320,227.61,9975.6,5746.5,5746.5
6360,226.47,9787.1,5746.5,5746.5
6400,225.34,11166.7,5746.5,5746.5
6440,224.21,11221.5,5746.5,5746.5
6480,223.09,10842.0,5746.5,5746.5
6520,221.98,10659.6,5746.5,5746.5
6560,220.87,11040.6,5746.5,5746.5
6600,219.76,11159.6,5746.5,5746.5
6640,218.66,11766.0,5746.5,5746.5
6680,217.57,11990.0,5746.5,5746.5
6720,216.48,12133.2,5746.5,5746.5
6760,215.4,12370.8,5746.5,5746.5
6800,214.32,12693.8,5746.5,5746.5
6840,213.25,11745.3,5746.5,5746.5
6880,212.19,11998.3,5746.5,5746.5
6920,211.13,12081.2,5746.5,5746.5
6960,210.07,11950.0,5746.5,5746.5
7000,209.02,11046.6,5746.5,5746.5
7040,207.97,11217.2,5746.5,5746.5
7080,206.93,10832.6,5746.5,5746.5
7120,205.9,11114.0,5746.5,5746.5
7160,204.87,11140.2,5746.5,5746.5
7200,203.85,11209.2,5746.5,5746.5
7240,202.83,11331.8,5746.5,5746.5
7280,201.81,11069.4,5746.5,5746.5
7320,200.8,10785.0,5746.5,5746.5
7360,199.8,10812.4,5746.5,5746.5
7400,198.8,11161.4,5746.5,5746.5
7440,197.81,11411.0,5746.5,5746.5
7480,196.82,10875.4,5746.5,5746.5
7520,195.83,10462.1,5746.5,5746.5
7560,194.85,11040.8,5746.5,5746.5
7600,193.88,10974.2,5746.5,5746.5
7640,192.91,12107.5,5746.5,5746.5
7680,191.95,12342.2,5746.5,5746.5
7720,190.99,11710.3,5746.5,5746.5
7760,190.03,12546.7,5746.5,5746.5
7800,189.08,10703.2,5746.5,5746.5
7840,188.14,10521.6,5746.5,5746.5
7880,187.19,9532.2,5746.5,5746.5
7920,186.26,9520.8,5746.5,5746.5
7960,185.33,9454.9,5746.5,5746.5
8000,184.4,9297.3,5746.5,5746.5
8040,183.48,9405.5,5746.5,5746.5
8080,182.56,9256.2,5746.5,5746.5
8120,181.65,9088.6,5746.5,5746.5
8160,180.74,9111.6,5746.5,5746.5
8200,179.84,8933.7,5746.5,5746.5
8240,178.94,8983.0,5746.5,5746.5
8280,178.04,9162.2,5746.5,5746.5
8320,177.15,9029.8,5746.5,5746.5
8360,176.27,8971.3,5746.5,5746.5
8400,175.39,8662.0,5746.5,5746.5
8440,174.51,8264.4,5746.5,5746.5
8480,173.64,8448.9,5746.5,5746.5
8520,172.77,8413.2,5746.5,5746.5
8560,171.9,8327.0,5746.5,5746.5
8600,171.04,8540.7,5746.5,5746.5
8640,170.19,8793.4,5746.5,5746.5
8680,169.34,8754.5,5746.5,5746.5
8720,168.49,8736.3,5746.5,5746.5
8760,167.65,8911.4,5746.5,5746.5
8800,166.81,8865.8,5746.5,5746.5
8840,165.98,9163.1,5746.5,5746.5
8880,165.15,9193.6,5746.5,5746.5
8920,164.32,9273.8,5746.5,5746.5
8960,163.5,9269.6,5746.5,5746.5
9000,162.68,8951.7,5746.5,5746.5
9040,161.87,9890.3,5746.5,5746.5
9080,161.06,9722.5,5746.5,5746.5
9120,160.25,8694.8,5746.5,5746.5
9160,159.45,8681.1,5746.5,5746.5
9200,158.66,8823.5,5746.5,5746.5
9240,157.86,8601.8,5746.5,5746.5
9280,157.07,9289.7,5746.5,5746.5
9320,156.29,9623.1,5746.5,5746.5
9360,155.51,9298.1,5746.5,5746.5
9400,154.73,9434.0,5746.5,5746.5
9440,153.96,8867.0,5746.5,5746.5
9480,153.19,9447.6,5746.5,5746.5
9520,152.42,9473.1,5746.5,5746.5
9560,151.66,9687.1,5746.5,5746.5
9600,150.9,9619.9,5746.5,5746.5
9640,150.14,9499.5,5746.5,5746.5
9680,149.39,9257.0,5746.5,5746.5
9720,148.65,8846.1,5746.5,5746.5
9760,147.9,8914.2,5746.5,5746.5
9800,147.16,8609.1,5746.5,5746.5
9840,146.43,9125.3,5746.5,5746.5
9880,145.7,8876.6,5746.5,5746.5
9920,144.97,9143.9,5746.5,5746.5
9960,144.24,8224.1,5746.5,5746.5
10000,143.52,7940.6,5746.5,5746.5
10040,142.8,8204.9,5746.5,5746.5
10080,142.09,7921.3,5746.5,5746.5
10120,141.38,8513.5,5746.5,5746.5
10160,140.67,8446.0,5746.5,5746.5
10200,139.97,8262.4,5746.5,5746.5
10240,139.27,8160.0,5746.5,5746.5
10280,138.57,8120.7,5746.5,5746.5
10320,137.88,8311.6,5746.5,5746.5
10360,137.19,8257.5,5746.5,5746.5
10400,136.5,8282.3,5746.5,5746.5
10440,135.82,8668.4,5746.5,5746.5
10480,135.14,8845.0,5746.5,5746.5
10520,134.47,8454.5,5746.5,5746.5
10560,133.8,8301.8,5746.5,5746.5
10600,133.13,8564.6,5746.5,5746.5
10640,132.46,8592.9,5746.5,5746.5
10680,131.8,8350.7,5746.5,5746.5
10720,131.14,8757.9,5746.5,5746.5
10760,130.48,8881.5,5746.5,5746.5
10800,129.83,8982.6,5746.5,5746.5
10840,129.18,8741.4,5746.5,5746.5
10880,128.54,8612.6,5746.5,5746.5
10920,127.89,8343.6,5746.5,5746.5
10960,127.25,7769.4,5746.5,5746.5
11000,126.62,8110.1,5746.5,5746.5
11040,125.98,8199.9,5746.5,5746.5
11080,125.35,8350.1,5746.5,5746.5
11120,124.73,8256.8,5746.5,5746.5
11160,124.1,8051.8,5746.5,5746.5
11200,123.48,7676.7,5746.5,5746.5
11240,122.87,7277.5,5746.5,5746.5
11280,122.25,8026.0,5746.5,5746.5
11320,121.64,8266.8,5746.5,5746.5
11360,121.03,8190.7,5746.5,5746.5
11400,120.43,8673.4,5746.5,5746.5
11440,119.83,8626.3,5746.5,5746.5
11480,119.23,8618.0,5746.5,5746.5
11520,118.63,8739.3,5746.5,5746.5
11560,118.04,8421.1,5746.5,5746.5
11600,117.45,8370.6,5746.5,5746.5
11640,116.86,8240.0,5746.5,5746.5
11680,116.28,8333.4,5746.5,5746.5
11720,115.69,8322.9,5746.5,5746.5
11760,115.12,8607.4,5746.5,5746.5
11800,114.54,8654.9,5746.5,5746.5
11840,113.97,8619.1,5746.5,5746.5
11880,113.4,8618.6,5746.5,5746.5
11920,112.83,8558.3,5746.5,5746.5
11960,112.27,8830.8,5746.5,5746.5
12000,111.7,8614.4,5746.5,5746.5
12040,111.15,8833.8,5746.5,5746.5
12080,110.59,8698.7,5746.5,5746.5
12120,110.04,8842.6,5746.5,5746.5
12160,109.49,8830.0,5746.5,5746.5
12200,108.94,8561.1,5746.5,5746.5
12240,108.4,8535.3,5746.5,5746.5
12280,107.85,8498.9,5746.5,5746.5
12320,107.31,9041.1,5746.5,5746.5
12360,106.78,8905.2,5746.5,5746.5
12400,106.24,8553.9,5746.5,5746.5
12440,105.71,8781.8,5746.5,5746.5
12480,105.18,8708.4,5746.5,5746.5
12520,104.66,8549.4,5746.5,5746.5
12560,104.13,8299.1,5746.5,5746.5
12600,103.61,8173.0,5746.5,5746.5
12640,103.1,8033.3,5746.5,5746.5
12680,102.58,8061.8,5746.5,5746.5
12720,102.07,8277.0,5746.5,5746.5
12760,101.56,8281.5,5746.5,5746.5
12800,101.05,8571.6,5746.5,5746.5
12840,100.54,8498.3,5746.5,5746.5
12880,100.04,8799.7,5746.5,5746.5
12920,99.54,8964.2,5746.5,5746.5
12960,99.04,9122.8,5746.5,5746.5
13000,98.55,9236.0,5746.5,5746.5
13040,98.06,9096.6,5746.5,5746.5
13080,97.57,8657.6,5746.5,5746.5
13120,97.08,8367.2,5746.5,5746.5
13160,96.59,8398.6,5746.5,5746.5
13200,96.11,8054.3,5746.5,5746.5
13240,95.63,8146.8,5746.5,5746.5
13280,95.15,8230.6,5746.5,5746.5
13320,94.67,8270.7,5746.5,5746.5
13360,94.2,8191.3,5746.5,5746.5
13400,93.73,8281.1,5746.5,5746.5
13440,93.26,8488.7,5746.5,5746.5
13480,92.8,8733.8,5746.5,5746.5
13520,92.33,8908.8,5746.5,5746.5
13560,91.87,8476.1,5746.5,5746.5
13600,91.41,8332.7,5746.5,5746.5
13640,90.95,8529.1,5746.5,5746.5
13680,90.5,8758.1,5746.5,5746.5
13720,90.05,8694.0,5746.5,5746.5
13760,89.6,8565.1,5746.5,5746.5
13800,89.15,8807.3,5746.5,5746.5
13840,88.7,8670.0,5746.5,5746.5
13880,88.26,8833.9,5746.5,5746.5
13920,87.82,8739.6,5746.5,5746.5
13960,87.38,8571.9,5746.5,5746.5
14000,86.94,8595.5,5746.5,5746.5
14040,86.51,8365.6,5746.5,5746.5
14080,86.07,8291.4,5746.5,5746.5
14120,85.64,8421.0,5746.5,5746.5
14160,85.22,8250.3,5746.5,5746.5
14200,84.79,8113.7,5746.5,5746.5
14240,84.37,8143.8,5746.5,5746.5
14280,83.94,8480.4,5746.5,5746.5
14320,83.52,8534.1,5746.5,5746.5
14360,83.11,8249.9,5746.5,5746.5
14400,82.69,8176.5,5746.5,5746.5
14440,82.28,8244.8,5746.5,5746.5
14480,81.87,7986.5,5746.5,5746.5
14520,81.46,8183.5,5746.5,5746.5
14560,81.05,8353.3,5746.5,5746.5
14600,80.64,8418.0,5746.5,5746.5
14640,80.24,8311.2,5746.5,5746.5
14680,79.84,8237.7,5746.5,5746.5
14720,79.44,8081.6,5746.5,5746.5
14760,79.04,8191.8,5746.5,5746.5
14800,78.65,8081.1,5746.5,5746.5
14840,78.25,7741.9,5746.5,5746.5
14880,77.86,7660.4,5746.5,5746.5
14920,77.47,7458.2,5746.5,5746.5
14960,77.09,7714.3,5746.5,5746.5
15000,76.7,7862.2,5746.5,5746.5
15040,76.32,7673.4,5746.5,5746.5
15080,75.94,7749.2,5746.5,5746.5
15120,75.56,7770.6,5746.5,5746.5
15160,75.18,8023.0,5746.5,5746.5
15200,74.8,8098.3,5746.5,5746.5
15240,74.43,7678.2,5746.5,5746.5
15280,74.06,7773.9,5746.5,5746.5
15320,73.69,7638.5,5746.5,5746.5
15360,73.32,7771.2,5746.5,5746.5
15400,72.95,7669.8,5746.5,5746.5
15440,72.59,7800.4,5746.5,5746.5
15480,72.22,8190.4,5746.5,5746.5
15520,71.86,7967.2,5746.5,5746.5
15560,71.5,7975.1,5746.5,5746.5
15600,71.15,7989.9,5746.5,5746.5
15640,70.79,8170.4,5746.5,5746.5
15680,70.44,8337.0,5746.5,5746.5
15720,70.08,8449.0,5746.5,5746.5
15760,69.73,8092.7,5746.5,5746.5
15800,69.38,7926.1,5746.5,5746.5
15840,69.04,7347.1,5746.5,5746.5
15880,68.69,7132.6,5746.5,5746.5
15920,68.35,7125.8,5746.5,5746.5
15960,68.01,7026.3,5746.5,5746.5
16000,67.67,6815.6,5746.5,5746.5
16040,67.33,6807.9,5746.5,5746.5
16080,66.99,7050.7,5746.5,5746.5
16120,66.66,6999.3,5746.5,5746.5
16160,66.32,7087.5,5746.5,5746.5
16200,65.99,7228.8,5746.5,5746.5
16240,65.66,7469.3,5746.5,5746.5
16280,65.33,7261.1,5746.5,5746.5
16320,65.01,7635.0,5746.5,5746.5
16360,64.68,7180.3,5746.5,5746.5
16400,64.36,7082.2,5746.5,5746.5
16440,64.04,7039.5,5746.5,5746.5
16480,63.72,7241.1,5746.5,5746.5
16520,63.4,7189.7,5746.5,5746.5
16560,63.08,6760.9,5746.5,5746.5
16600,62.77,6789.7,5746.5,5746.5
16640,62.45,6832.9,5746.5,5746.5
16680,62.14,6925.8,5746.5,5746.5
16720,61.83,6788.1,5746.5,5746.5
16760,61.52,6490.0,5746.5,5746.5
16800,61.21,6542.9,5746.5,5746.5
16840,60.91,6667.4,5746.5,5746.5
16880,60.6,6815.9,5746.5,5746.5
16920,60.3,6683.2,5746.5,5746.5
16960,60.0,6377.0,5746.5,5746.5
17000,59.7,6514.8,5746.5,5746.5
17040,59.4,6367.3,5746.5,5746.5
17080,59.1,6380.2,5746.5,5746.5
17120,58.81,6406.3,5746.5,5746.5
17160,58.51,6494.4,5746.5,5746.5
17200,58.22,6765.7,5746.5,5746.5
17240,57.93,6710.2,5746.5,5746.5
17280,57.64,6658.4,5746.5,5746.5
17320,57.35,6592.0,5746.5,5746.5
17360,57.06,6615.3,5746.5,5746.5
17400,56.78,6778.3,5746.5,5746.5
17440,56.5,6777.3,5746.5,5746.5
17480,56.21,6789.9,5746.5,5746.5
17520,55.93,6552.7,5746.5,5746.5
17560,55.65,6646.9,5746.5,5746.5
17600,55.37,6608.0,5746.5,5746.5
17640,55.1,6683.3,5746.5,5746.5
17680,54.82,6510.2,5746.5,5746.5
17720,54.55,6547.7,5746.5,5746.5
17760,54.27,6556.1,5746.5,5746.5
17800,54.0,6542.5,5746.5,5746.5
17840,53.73,6658.8,5746.5,5746.5
17880,53.46,6708.8,5746.5,5746.5
17920,53.2,7018.3,5746.5,5746.5
17960,52.93,7037.9,5746.5,5746.5
18000,52.67,6923.0,5746.5,5746.5
18040,52.4,6870.3,5746.5,5746.5
18080,52.14,6803.8,5746.5,5746.5
18120,51.88,6791.0,5746.5,5746.5
18160,51.62,6958.0,5746.5,5746.5
18200,51.36,6924.4,5746.5,5746.5
18240,51.11,6821.7,5746.5,5746.5
18280,50.85,6866.1,5746.5,5746.5
18320,50.6,6994.7,5746.5,5746.5
18360,50.34,7008.9,5746.5,5746.5
18400,50.09,6879.3,5746.5,5746.5
18440,49.84,6779.5,5746.5,5746.5
18480,49.59,6755.7,5746.5,5746.5
18520,49.34,6709.0,5746.5,5746.5
18560,49.1,6746.5,5746.5,5746.5
18600,48.85,6509.1,5746.5,5746.5
18640,48.61,6567.2,5746.5,5746.5
18680,48.36,6637.0,5746.5,5746.5
18720,48.12,6776.3,5746.5,5746.5
18760,47.88,6778.9,5746.5,5746.5
18800,47.64,6932.3,5746.5,5746.5
18840,47.4,6873.6,5746.5,5746.5
18880,47.17,6784.0,5746.5,5746.5
18920,46.93,6647.9,5746.5,5746.5
18960,46.7,6671.1,5746.5,5746.5
19000,46.46,6713.5,5746.5,5746.5
19040,46.23,6764.8,5746.5,5746.5
19080,46.0,6782.0,5746.5,5746.5
19120,45.77,6681.5,5746.5,5746.5
19160,45.54,6663.8,5746.5,5746.5
19200,45.31,6384.6,5746.5,5746.5
19240,45.09,6485.6,5746.5,5746.5
19280,44.86,6637.1,5746.5,5746.5
19320,44.64,6795.5,5746.5,5746.5
19360,44.41,6757.8,5746.5,5746.5
19400,44.19,6866.1,5746.5,5746.5
19440,43.97,6885.1,5746.5,5746.5
19480,43.75,6758.6,5746.5,5746.5
19520,43.53,6758.6,5746.5,5746.5
19560,43.31,6762.8,5746.5,5746.5
19600,43.1,6864.3,5746.5,5746.5
19640,42.88,6945.8,5746.5,5746.5
19680,42.67,6879.5,5746.5,5746.5
19720,42.45,6863.5,5746.5,5746.5
19760,42.24,6946.2,5746.5,5746.5
19800,42.03,7038.2,5746.5,5746.5
19840,41.82,6928.0,5746.5,5746.5
19880,41.61,6894.9,5746.5,5746.5
19920,41.4,6929.1,5746.5,5746.5
19960,41.2,6772.5,5746.5,5746.5
20000,40.99,6742.3,5746.5,5746.5
20040,40.79,6588.4,5746.5,5746.5
20080,40.58,6553.3,5746.5,5746.5
20120,40.38,6542.0,5746.5,5746.5
20160,40.18,6544.4,5746.5,5746.5
20200,39.98,6400.0,5746.5,5746.5
20240,39.78,6430.3,5746.5,5746.5
20280,39.58,6496.5,5746.5,5746.5
20320,39.38,6639.6,5746.5,5746.5
20360,39.18,6490.4,5746.5,5746.5
20400,38.99,6425.6,5746.5,5746.5
20440,38.79,6435.0,5746.5,5746.5
20480,38.6,6353.7,5746.5,5746.5
20520,38.4,6265.3,5746.5,5746.5
20560,38.21,6276.5,5746.5,5746.5
20600,38.02,6136.1,5746.5,5746.5
20640,37.83,6116.8,5746.5,5746.5
20680,37.64,6220.1,5746.5,5746.5
20720,37.45,6156.7,5746.5,5746.5
20760,37.27,6094.6,5746.5,5746.5
20800,37.08,6039.7,5746.5,5746.5
20840,36.9,6143.9,5746.5,5746.5
20880,36.71,5990.5,5746.5,5746.5
20920,36.53,5981.3,5746.5,5746.5
20960,36.34,5977.6,5746.5,5746.5
21000,36.16,6073.8,5746.5,5746.5
21040,35.98,6076.6,5746.5,5746.5
21080,35.8,6269.2,5746.5,5746.5
21120,35.62,6155.6,5746.5,5746.5
21160,35.45,6155.6,5746.5,5746.5
21200,35.27,6245.0,5746.5,5746.5
21240,35.09,6260.0,5746.5,5746.5
21280,34.92,6329.4,5746.5,5746.5
21320,34.74,6331.8,5746.5,5746.5
21360,34.57,6277.5,5746.5,5746.5
21400,34.39,6300.4,5746.5,5746.5
21440,34.22,6265.6,5746.5,5746.5
21480,34.05,6122.6,5746.5,5746.5
21520,33.88,6201.8,5746.5,5746.5
21560,33.71,6203.0,5746.5,5746.5
21600,33.54,6134.7,5746.5,5746.5
21640,33.38,6151.5,5746.5,5746.5
21680,33.21,6116.7,5746.5,5746.5
21720,33.04,6030.6,5746.5,5746.5
21760,32.88,5793.9,5746.5,5746.5
21800,32.71,5789.9,5735.5,5735.5
21840,32.55,5724.9,5724.9,5724.9
21880,32.39,5768.4,5724.9,5724.9
21920,32.23,5838.5,5724.9,5724.9
21960,32.06,5809.0,5724.9,5724.9
22000,31.9,5801.2,5724.9,5724.9
22040,31.74,5838.1,5724.9,5724.9
22080,31.59,5905.9,5724.9,5724.9
22120,31.43,5897.3,5724.9,5724.9
22160,31.27,5878.0,5724.9,5724.9
22200,31.11,5898.8,5724.9,5724.9
22240,30.96,5898.8,5724.9,5724.9
22280,30.8,5903.8,5724.9,5724.9
22320,30.65,5973.8,5724.9,5724.9
22360,30.5,5846.9,5724.9,5724.9
22400,30.34,5741.3,5724.9,5724.9
22440,30.19,5741.3,5724.9,5724.9
22480,30.04,5707.2,5707.2,5707.2
22520,29.89,5788.5,5707.2,5707.2
22560,29.74,5792.9,5707.2,5707.2
22600,29.59,5872.2,5707.2,5707.2
22640,29.44,5830.0,5707.2,5707.2
22680,29.3,5654.7,5654.7,5654.7
22720,29.15,5666.4,5654.7,5654.7
22760,29.01,5654.5,5613.3,5613.3
22800,28.86,5658.2,5613.3,5613.3
22840,28.72,5536.1,5522.2,5522.2
22880,28.57,5603.8,5522.2,5522.2
22920,28.43,5630.5,5522.2,5522.2
22960,28.29,5643.3,5522.2,5522.2
23000,28.15,5682.4,5522.2,5522.2
23040,28.01,5688.0,5522.2,5522.2
23080,27.87,5640.9,5522.2,5522.2
23120,27.73,5521.4,5521.4,5521.4
23160,27.59,5412.3,5386.1,5386.1
23200,27.45,5483.8,5386.1,5386.1
23240,27.31,5453.9,5386.1,5386.1
23280,27.18,5409.8,5386.1,5386.1
23320,27.04,5410.3,5386.1,5386.1
23360,26.9,5444.9,5386.1,5386.1
23400,26.77,5444.9,5386.1,5386.1
23440,26.64,5492.8,5386.1,5386.1
23480,26.5,5509.7,5386.1,5386.1
23520,26.37,5451.6,5386.1,5386.1
23560,26.24,5461.0,5386.1,5386.1
23600,26.11,5503.5,5386.1,5386.1
23640,25.98,5566.7,5386.1,5386.1
23680,25.85,5535.2,5386.1,5386.1
23720,25.72,5451.4,5386.1,5386.1
23760,25.59,5499.4,5386.1,5386.1
23800,25.46,5422.5,5386.1,5386.1
23840,25.33,5378.8,5342.8,5342.8
23880,25.21,5412.2,5342.8,5342.8
23920,25.08,5413.1,5342.8,5342.8
23960,24.96,5349.7,5306.7,5306.7
24000,24.83,5365.2,5306.7,5306.7
24040,24.71,5407.3,5306.7,5306.7
24080,24.58,5413.0,5306.7,5306.7
24120,24.46,5381.0,5306.7,5306.7
24160,24.34,5381.0,5306.7,5306.7
24200,24.22,5414.9,5306.7,5306.7
24240,24.1,5440.1,5306.7,5306.7
24280,23.97,5392.5,5306.7,5306.7
24320,23.86,5400.5,5306.7,5306.7
24360,23.74,5381.6,5306.7,5306.7
24400,23.62,5353.4,5306.7,5306.7
24440,23.5,5412.4,5306.7,5306.7
24480,23.38,5319.7,5306.7,5306.7
24520,23.26,5305.2,5305.2,5305.2
24560,23.15,5327.7,5305.2,5305.2
24600,23.03,5169.9,5169.9,5169.9
24640,22.92,5225.6,5169.9,5169.9
24680,22.8,5080.8,5080.8,5080.8
24720,22.69,5086.1,5080.8,5080.8
24760,22.58,5105.9,5080.8,5080.8
24800,22.46,5105.9,5080.8,5080.8
24840,22.35,4961.3,4961.3,4961.3
24880,22.24,4943.5,4934.0,4934.0
24920,22.13,4984.6,4934.0,4934.0
24960,22.02,4987.8,4934.0,4934.0
25000,21.91,5007.6,4934.0,4934.0
25040,21.8,5001.0,4934.0,4934.0
25080,21.69,4973.2,4934.0,4934.0
25120,21.58,5027.7,4934.0,4934.0
25160,21.47,4952.4,4934.0,4934.0
25200,21.36,4952.4,4934.0,4934.0
25240,21.26,4967.0,4934.0,4934.0
25280,21.15,4978.0,4934.0,4934.0
25320,21.05,4868.2,4868.2,4868.2
25360,20.94,4866.3,4839.6,4839.6
25400,20.84,4916.6,4839.6,4839.6
